root - WARNING - Start of the File
root - WARNING - Number of features: 960
root - WARNING - Number of observations Train: 798
root - WARNING - Number of observations Test: 226
optuna.storages._in_memory - INFO - A new study created in memory with name: no-name-2ca3029c-1bec-49df-9675-0e5b65cf6ac7
optuna.study.study - INFO - Trial 19 finished with value: 1.1148060431737423 and parameters: {'learning_rate': 0.0037693178515277384, 'max_depth': 1, 'n_estimators': 11, 'min_child_samples': 5, 'min_child_weight': 0.024815899761339466, 'subsample': 0.6836572616981644, 'colsample_bytree': 0.9223683121051607, 'reg_alpha': 0.14984495796877134, 'reg_lambda': 0.4796181374386129, 'max_bin': 304, 'num_leaves': 14, 'min_split_gain': 0.06523745984635634, 'subsample_freq': 5, 'max_delta_step': 0.9042588093519258, 'scale_pos_weight': 0.001076079212278759}. Best is trial 19 with value: 1.1148060431737423.
optuna.study.study - INFO - Trial 23 finished with value: 1.112887266003245 and parameters: {'learning_rate': 0.004866333374471852, 'max_depth': 3, 'n_estimators': 16, 'min_child_samples': 8, 'min_child_weight': 0.0015185508039081317, 'subsample': 0.7723094165881813, 'colsample_bytree': 0.8278219880973601, 'reg_alpha': 0.6782319480252338, 'reg_lambda': 0.3716538891587004, 'max_bin': 343, 'num_leaves': 12, 'min_split_gain': 0.06951601953454806, 'subsample_freq': 8, 'max_delta_step': 0.3161715583212201, 'scale_pos_weight': 0.00927581489343834}. Best is trial 14 with value: 1.0939199391878984.
optuna.study.study - INFO - Trial 11 finished with value: 1.1067503668876806 and parameters: {'learning_rate': 0.0035481312683504117, 'max_depth': 1, 'n_estimators': 121, 'min_child_samples': 11, 'min_child_weight': 0.017967339523876063, 'subsample': 0.6412786680178506, 'colsample_bytree': 0.8631943316240337, 'reg_alpha': 0.6515303906336923, 'reg_lambda': 0.025271421816283394, 'max_bin': 510, 'num_leaves': 5, 'min_split_gain': 0.07081598843766151, 'subsample_freq': 3, 'max_delta_step': 0.14244376540082493, 'scale_pos_weight': 0.007635067760985083}. Best is trial 14 with value: 1.0939199391878984.
optuna.study.study - INFO - Trial 10 finished with value: 1.1016375203976514 and parameters: {'learning_rate': 0.01711923157355157, 'max_depth': 2, 'n_estimators': 78, 'min_child_samples': 13, 'min_child_weight': 0.015220476768800856, 'subsample': 0.8673880730251506, 'colsample_bytree': 0.5082672356570639, 'reg_alpha': 0.022062265163439284, 'reg_lambda': 0.4342345458490084, 'max_bin': 362, 'num_leaves': 10, 'min_split_gain': 0.05344998286138823, 'subsample_freq': 5, 'max_delta_step': 0.07307537523081642, 'scale_pos_weight': 0.008072935299184843}. Best is trial 14 with value: 1.0939199391878984.
optuna.study.study - INFO - Trial 9 finished with value: 1.0952304383751368 and parameters: {'learning_rate': 0.010093057580715973, 'max_depth': 2, 'n_estimators': 81, 'min_child_samples': 12, 'min_child_weight': 0.041590616908791705, 'subsample': 0.88431491234572, 'colsample_bytree': 0.9695623521288133, 'reg_alpha': 0.08848967760083676, 'reg_lambda': 0.25502313720130404, 'max_bin': 312, 'num_leaves': 7, 'min_split_gain': 0.0870105347378452, 'subsample_freq': 8, 'max_delta_step': 0.9135780360341034, 'scale_pos_weight': 0.022880065371605657}. Best is trial 14 with value: 1.0939199391878984.
optuna.study.study - INFO - Trial 22 finished with value: 1.1001217281819053 and parameters: {'learning_rate': 0.009673735944809627, 'max_depth': 2, 'n_estimators': 56, 'min_child_samples': 24, 'min_child_weight': 0.0016938947508219318, 'subsample': 0.8567721704491512, 'colsample_bytree': 0.681292767260554, 'reg_alpha': 0.16252824273839436, 'reg_lambda': 0.1676370313161451, 'max_bin': 506, 'num_leaves': 5, 'min_split_gain': 0.05445160295680542, 'subsample_freq': 4, 'max_delta_step': 0.19368277511226306, 'scale_pos_weight': 0.04063456385148139}. Best is trial 14 with value: 1.0939199391878984.
optuna.study.study - INFO - Trial 13 finished with value: 1.1150143974823616 and parameters: {'learning_rate': 0.0019460735803555848, 'max_depth': 2, 'n_estimators': 88, 'min_child_samples': 12, 'min_child_weight': 0.05891118160757009, 'subsample': 0.8612304328854776, 'colsample_bytree': 0.7407343342015352, 'reg_alpha': 0.1665869168180871, 'reg_lambda': 0.7702113588541556, 'max_bin': 207, 'num_leaves': 15, 'min_split_gain': 0.05054347604471545, 'subsample_freq': 7, 'max_delta_step': 0.03311654110082207, 'scale_pos_weight': 0.013910880651328944}. Best is trial 14 with value: 1.0939199391878984.
optuna.study.study - INFO - Trial 15 finished with value: 1.116787764565008 and parameters: {'learning_rate': 0.06377901228077931, 'max_depth': 3, 'n_estimators': 84, 'min_child_samples': 27, 'min_child_weight': 0.0018807213966773354, 'subsample': 0.6674613260690424, 'colsample_bytree': 0.7230394741096002, 'reg_alpha': 0.020817133781128868, 'reg_lambda': 0.08341031382876143, 'max_bin': 372, 'num_leaves': 11, 'min_split_gain': 0.062039667043911395, 'subsample_freq': 3, 'max_delta_step': 0.7324494669898791, 'scale_pos_weight': 0.001618543190421045}. Best is trial 14 with value: 1.0939199391878984.
optuna.study.study - INFO - Trial 27 finished with value: 1.1137049323889496 and parameters: {'learning_rate': 0.060959643390956955, 'max_depth': 2, 'n_estimators': 86, 'min_child_samples': 14, 'min_child_weight': 0.02352892380396439, 'subsample': 0.6321804059543028, 'colsample_bytree': 0.5335807994899406, 'reg_alpha': 0.07254058766233237, 'reg_lambda': 0.02662869034141133, 'max_bin': 231, 'num_leaves': 14, 'min_split_gain': 0.06723238645524425, 'subsample_freq': 6, 'max_delta_step': 0.9603842291861019, 'scale_pos_weight': 0.0014441618755325033}. Best is trial 14 with value: 1.0939199391878984.
optuna.study.study - INFO - Trial 25 finished with value: 1.0921415935916623 and parameters: {'learning_rate': 0.015240429574535164, 'max_depth': 2, 'n_estimators': 88, 'min_child_samples': 6, 'min_child_weight': 0.07069797135097233, 'subsample': 0.923334106661376, 'colsample_bytree': 0.7383220952396594, 'reg_alpha': 0.02604925702088306, 'reg_lambda': 0.46847829940322167, 'max_bin': 231, 'num_leaves': 10, 'min_split_gain': 0.08297965697181801, 'subsample_freq': 4, 'max_delta_step': 0.8663994528730116, 'scale_pos_weight': 0.0010031690733391283}. Best is trial 25 with value: 1.0921415935916623.
optuna.study.study - INFO - Trial 32 finished with value: 1.092667117294085 and parameters: {'learning_rate': 0.08015544559917438, 'max_depth': 3, 'n_estimators': 32, 'min_child_samples': 27, 'min_child_weight': 0.006112239779398662, 'subsample': 0.8853814198726254, 'colsample_bytree': 0.5891961525345804, 'reg_alpha': 0.06668446228850808, 'reg_lambda': 0.06596610402289198, 'max_bin': 24, 'num_leaves': 15, 'min_split_gain': 0.09643697887841991, 'subsample_freq': 1, 'max_delta_step': 0.5939707893621076, 'scale_pos_weight': 0.022798944669380802}. Best is trial 25 with value: 1.0921415935916623.
optuna.study.study - INFO - Trial 33 finished with value: 1.0902232817623148 and parameters: {'learning_rate': 0.07981685794564175, 'max_depth': 3, 'n_estimators': 32, 'min_child_samples': 25, 'min_child_weight': 0.0053519412964872564, 'subsample': 0.9062199781920592, 'colsample_bytree': 0.9943231432519473, 'reg_alpha': 0.07770007886612673, 'reg_lambda': 0.07972729598163157, 'max_bin': 44, 'num_leaves': 7, 'min_split_gain': 0.09536847390942584, 'subsample_freq': 1, 'max_delta_step': 0.608533602271429, 'scale_pos_weight': 0.02579984370421255}. Best is trial 33 with value: 1.0902232817623148.
optuna.study.study - INFO - Trial 28 finished with value: 1.1108110586634254 and parameters: {'learning_rate': 0.00500349204613926, 'max_depth': 6, 'n_estimators': 26, 'min_child_samples': 13, 'min_child_weight': 0.016004952677742417, 'subsample': 0.5992736312436258, 'colsample_bytree': 0.5430891202542103, 'reg_alpha': 0.21978972248986028, 'reg_lambda': 0.27404527056128963, 'max_bin': 470, 'num_leaves': 14, 'min_split_gain': 0.08303956511019622, 'subsample_freq': 8, 'max_delta_step': 0.726053284671725, 'scale_pos_weight': 0.00632317405523621}. Best is trial 33 with value: 1.0902232817623148.
optuna.study.study - INFO - Trial 16 finished with value: 1.108524366126018 and parameters: {'learning_rate': 0.0031434699317318664, 'max_depth': 4, 'n_estimators': 65, 'min_child_samples': 13, 'min_child_weight': 0.008210768419623201, 'subsample': 0.5676107472280421, 'colsample_bytree': 0.5806863342334421, 'reg_alpha': 0.18235712722456915, 'reg_lambda': 0.5506962919094348, 'max_bin': 246, 'num_leaves': 10, 'min_split_gain': 0.05793631725585245, 'subsample_freq': 8, 'max_delta_step': 0.7060507299634029, 'scale_pos_weight': 0.016265415102261222}. Best is trial 33 with value: 1.0902232817623148.
optuna.study.study - INFO - Trial 20 finished with value: 1.1031744108377763 and parameters: {'learning_rate': 0.00432373275999486, 'max_depth': 6, 'n_estimators': 64, 'min_child_samples': 29, 'min_child_weight': 0.07057495609493751, 'subsample': 0.7011411572450752, 'colsample_bytree': 0.6174793768317981, 'reg_alpha': 0.6924442104702859, 'reg_lambda': 0.0735565370372539, 'max_bin': 281, 'num_leaves': 9, 'min_split_gain': 0.0798528158805894, 'subsample_freq': 7, 'max_delta_step': 0.9312572046871669, 'scale_pos_weight': 0.0015199761330571514}. Best is trial 33 with value: 1.0902232817623148.
optuna.study.study - INFO - Trial 3 finished with value: 1.0883450717305023 and parameters: {'learning_rate': 0.015385106738344385, 'max_depth': 3, 'n_estimators': 105, 'min_child_samples': 16, 'min_child_weight': 0.026361083809427796, 'subsample': 0.6590744490789653, 'colsample_bytree': 0.5740614596900453, 'reg_alpha': 0.05425423007341097, 'reg_lambda': 0.02024302276154725, 'max_bin': 173, 'num_leaves': 12, 'min_split_gain': 0.08191808626610966, 'subsample_freq': 6, 'max_delta_step': 0.2377308669547179, 'scale_pos_weight': 0.06434391698436306}. Best is trial 3 with value: 1.0883450717305023.
optuna.study.study - INFO - Trial 31 finished with value: 1.1121316344993177 and parameters: {'learning_rate': 0.08045848667081539, 'max_depth': 3, 'n_estimators': 140, 'min_child_samples': 13, 'min_child_weight': 0.0061677063048555456, 'subsample': 0.9115075825320628, 'colsample_bytree': 0.5461084314176774, 'reg_alpha': 0.06786849257844178, 'reg_lambda': 0.08695275390901067, 'max_bin': 41, 'num_leaves': 10, 'min_split_gain': 0.09998042124419555, 'subsample_freq': 1, 'max_delta_step': 0.0017455139611691761, 'scale_pos_weight': 0.019504561907540508}. Best is trial 3 with value: 1.0883450717305023.
optuna.study.study - INFO - Trial 43 finished with value: 1.0967803619532583 and parameters: {'learning_rate': 0.032906580705636845, 'max_depth': 3, 'n_estimators': 41, 'min_child_samples': 30, 'min_child_weight': 0.004431442524218633, 'subsample': 0.9618734236518598, 'colsample_bytree': 0.6339720933480171, 'reg_alpha': 0.04132231076951095, 'reg_lambda': 0.07438323013568376, 'max_bin': 24, 'num_leaves': 9, 'min_split_gain': 0.09876220190061512, 'subsample_freq': 1, 'max_delta_step': 0.5757022257104863, 'scale_pos_weight': 0.020106659120576187}. Best is trial 3 with value: 1.0883450717305023.
optuna.study.study - INFO - Trial 0 finished with value: 1.0864265894818526 and parameters: {'learning_rate': 0.0174134673774379, 'max_depth': 3, 'n_estimators': 165, 'min_child_samples': 25, 'min_child_weight': 0.009841621370721235, 'subsample': 0.9254676870816793, 'colsample_bytree': 0.5027514597414526, 'reg_alpha': 0.7631111099746801, 'reg_lambda': 0.3560520019215681, 'max_bin': 122, 'num_leaves': 8, 'min_split_gain': 0.05205769930646636, 'subsample_freq': 10, 'max_delta_step': 0.49614575231325475, 'scale_pos_weight': 0.06388965437665241}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 24 finished with value: 1.1028809842275624 and parameters: {'learning_rate': 0.026440614205602158, 'max_depth': 3, 'n_estimators': 159, 'min_child_samples': 10, 'min_child_weight': 0.07340151770788816, 'subsample': 0.653464167096063, 'colsample_bytree': 0.9831159113624357, 'reg_alpha': 0.20555168660426307, 'reg_lambda': 0.45033818981489315, 'max_bin': 283, 'num_leaves': 7, 'min_split_gain': 0.07027581337307376, 'subsample_freq': 2, 'max_delta_step': 0.8970136268225418, 'scale_pos_weight': 0.0020441121344545493}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 17 finished with value: 1.0949490413885816 and parameters: {'learning_rate': 0.013328240014630448, 'max_depth': 5, 'n_estimators': 92, 'min_child_samples': 7, 'min_child_weight': 0.013429277416709018, 'subsample': 0.5464672776890136, 'colsample_bytree': 0.9422989727661399, 'reg_alpha': 0.03095990621201694, 'reg_lambda': 0.23801959880403825, 'max_bin': 31, 'num_leaves': 15, 'min_split_gain': 0.09332490736183342, 'subsample_freq': 3, 'max_delta_step': 0.31160518227717204, 'scale_pos_weight': 0.03440255156850159}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 30 finished with value: 1.0873935898860654 and parameters: {'learning_rate': 0.07670444618383541, 'max_depth': 3, 'n_estimators': 153, 'min_child_samples': 12, 'min_child_weight': 0.005481541919063296, 'subsample': 0.9121131411884681, 'colsample_bytree': 0.5637673575795108, 'reg_alpha': 0.7685377741134929, 'reg_lambda': 0.08270288108905711, 'max_bin': 16, 'num_leaves': 11, 'min_split_gain': 0.05057151916645106, 'subsample_freq': 1, 'max_delta_step': 0.08530656611696141, 'scale_pos_weight': 0.014815197299851169}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 29 finished with value: 1.0910091086478833 and parameters: {'learning_rate': 0.07737648796892989, 'max_depth': 3, 'n_estimators': 157, 'min_child_samples': 12, 'min_child_weight': 0.005309342315201305, 'subsample': 0.8993601610183496, 'colsample_bytree': 0.585941703991537, 'reg_alpha': 0.6272291810736303, 'reg_lambda': 0.49596656133587386, 'max_bin': 28, 'num_leaves': 11, 'min_split_gain': 0.05107817510116663, 'subsample_freq': 1, 'max_delta_step': 0.08565748656605698, 'scale_pos_weight': 0.016771444154265208}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 34 finished with value: 1.1343694326621105 and parameters: {'learning_rate': 0.04229389531491457, 'max_depth': 3, 'n_estimators': 176, 'min_child_samples': 16, 'min_child_weight': 0.09120233284563882, 'subsample': 0.8108362622997478, 'colsample_bytree': 0.9945561630342563, 'reg_alpha': 0.08450889508603339, 'reg_lambda': 0.08026262704680194, 'max_bin': 57, 'num_leaves': 7, 'min_split_gain': 0.09969829825761845, 'subsample_freq': 1, 'max_delta_step': 0.9480126049669513, 'scale_pos_weight': 0.021286600985949415}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 42 finished with value: 1.1099316634170107 and parameters: {'learning_rate': 0.032984310096128254, 'max_depth': 3, 'n_estimators': 178, 'min_child_samples': 30, 'min_child_weight': 0.004646522915245446, 'subsample': 0.9591651014475282, 'colsample_bytree': 0.6306931462542484, 'reg_alpha': 0.04146298263965456, 'reg_lambda': 0.06437671408749018, 'max_bin': 33, 'num_leaves': 9, 'min_split_gain': 0.09890334105460342, 'subsample_freq': 1, 'max_delta_step': 0.5998735996246195, 'scale_pos_weight': 0.018926086033978728}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 36 finished with value: 1.1312336949562434 and parameters: {'learning_rate': 0.04844155532053806, 'max_depth': 3, 'n_estimators': 239, 'min_child_samples': 16, 'min_child_weight': 0.08420695882001042, 'subsample': 0.7844942435585089, 'colsample_bytree': 0.9944044876622408, 'reg_alpha': 0.08634315979343676, 'reg_lambda': 0.05946379170347005, 'max_bin': 17, 'num_leaves': 7, 'min_split_gain': 0.09463704100707758, 'subsample_freq': 1, 'max_delta_step': 0.9937413515297172, 'scale_pos_weight': 0.0188636516806852}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 45 finished with value: 1.1076500883892346 and parameters: {'learning_rate': 0.0010384687033072157, 'max_depth': 3, 'n_estimators': 171, 'min_child_samples': 16, 'min_child_weight': 0.0038807799489847393, 'subsample': 0.9687976049526428, 'colsample_bytree': 0.650643972313993, 'reg_alpha': 0.03238095800338587, 'reg_lambda': 0.10766245727617439, 'max_bin': 26, 'num_leaves': 11, 'min_split_gain': 0.09143701252914788, 'subsample_freq': 1, 'max_delta_step': 0.6059445917838986, 'scale_pos_weight': 0.09592634992776394}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 2 finished with value: 1.1068206031865446 and parameters: {'learning_rate': 0.0020118140352475915, 'max_depth': 5, 'n_estimators': 126, 'min_child_samples': 5, 'min_child_weight': 0.042209584854445134, 'subsample': 0.7165297654562144, 'colsample_bytree': 0.5224788516827777, 'reg_alpha': 0.15768108783466694, 'reg_lambda': 0.3570015214418276, 'max_bin': 342, 'num_leaves': 15, 'min_split_gain': 0.061672552442345964, 'subsample_freq': 4, 'max_delta_step': 0.5274140096597473, 'scale_pos_weight': 0.007654233566127211}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 37 finished with value: 1.108667717469658 and parameters: {'learning_rate': 0.0010098098405420387, 'max_depth': 5, 'n_estimators': 189, 'min_child_samples': 17, 'min_child_weight': 0.09843376701471164, 'subsample': 0.7754557235376758, 'colsample_bytree': 0.9942237260394899, 'reg_alpha': 0.08970168355468766, 'reg_lambda': 0.08568588683736576, 'max_bin': 26, 'num_leaves': 7, 'min_split_gain': 0.09443819358306414, 'subsample_freq': 2, 'max_delta_step': 0.5761437891448421, 'scale_pos_weight': 0.019337727473570196}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 40 finished with value: 1.1133395628941831 and parameters: {'learning_rate': 0.0317149994025914, 'max_depth': 3, 'n_estimators': 237, 'min_child_samples': 30, 'min_child_weight': 0.09709250386688556, 'subsample': 0.789097522871327, 'colsample_bytree': 0.6206358558521987, 'reg_alpha': 0.03419223876025657, 'reg_lambda': 0.09296165013931561, 'max_bin': 33, 'num_leaves': 9, 'min_split_gain': 0.09993370535781164, 'subsample_freq': 1, 'max_delta_step': 0.5561525722071137, 'scale_pos_weight': 0.003232478125604342}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 35 finished with value: 1.1052625763486086 and parameters: {'learning_rate': 0.0010658998555151556, 'max_depth': 3, 'n_estimators': 240, 'min_child_samples': 17, 'min_child_weight': 0.08283008763709379, 'subsample': 0.8026695146592246, 'colsample_bytree': 0.9936783513951865, 'reg_alpha': 0.08788291179194058, 'reg_lambda': 0.07330886882317855, 'max_bin': 38, 'num_leaves': 7, 'min_split_gain': 0.09641023464340574, 'subsample_freq': 1, 'max_delta_step': 0.9801701093275648, 'scale_pos_weight': 0.020239412046509735}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 41 finished with value: 1.113634884492073 and parameters: {'learning_rate': 0.030084870372471022, 'max_depth': 3, 'n_estimators': 229, 'min_child_samples': 26, 'min_child_weight': 0.0051490578038241135, 'subsample': 0.9712631464612205, 'colsample_bytree': 0.6198893773048912, 'reg_alpha': 0.03591419665954304, 'reg_lambda': 0.0646507017466441, 'max_bin': 19, 'num_leaves': 9, 'min_split_gain': 0.09974478241105368, 'subsample_freq': 1, 'max_delta_step': 0.5857543521558044, 'scale_pos_weight': 0.01924445500538547}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 44 finished with value: 1.1160855725128163 and parameters: {'learning_rate': 0.03149627194577648, 'max_depth': 3, 'n_estimators': 232, 'min_child_samples': 26, 'min_child_weight': 0.004463413150647153, 'subsample': 0.954831650838688, 'colsample_bytree': 0.6557691645554686, 'reg_alpha': 0.03879069226191439, 'reg_lambda': 0.05222513234240617, 'max_bin': 25, 'num_leaves': 11, 'min_split_gain': 0.09705738846103752, 'subsample_freq': 1, 'max_delta_step': 0.5531172369216278, 'scale_pos_weight': 0.024021464086467124}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 38 finished with value: 1.1063486274432035 and parameters: {'learning_rate': 0.0011095468673189609, 'max_depth': 5, 'n_estimators': 234, 'min_child_samples': 17, 'min_child_weight': 0.004603263286284417, 'subsample': 0.7858750890512782, 'colsample_bytree': 0.9906168954741107, 'reg_alpha': 0.08712436690550966, 'reg_lambda': 0.08344198739352719, 'max_bin': 53, 'num_leaves': 7, 'min_split_gain': 0.0986681847477315, 'subsample_freq': 1, 'max_delta_step': 0.5676041039391637, 'scale_pos_weight': 0.0036067465561747006}. Best is trial 0 with value: 1.0864265894818526.
optuna.study.study - INFO - Trial 46 finished with value: 1.1215872014609611 and parameters: {'learning_rate': 0.035668858834423674, 'max_depth': 3, 'n_estimators': 249, 'min_child_samples': 16, 'min_child_weight': 0.08672538939190752, 'subsample': 0.9801893521469641, 'colsample_bytree': 0.6565296400762832, 'reg_alpha': 0.0372992713715688, 'reg_lambda': 0.1134472928870324, 'max_bin': 69, 'num_leaves': 11, 'min_split_gain': 0.09183262939545557, 'subsample_freq': 2, 'max_delta_step': 0.5959630190877672, 'scale_pos_weight': 0.08071987859883081}. Best is trial 0 with value: 1.0864265894818526.
